Manuscript N°	Page N°	Type	Description	General description	IIIF 
			cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0214/full/full/0/default.jpg
			pillars	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0214/full/full/0/default.jpg
	210v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0216/full/full/0/default.jpg
	213r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0218/full/full/0/default.jpg
	214v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0220/full/full/0/default.jpg
	217r	headpiece	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0222/full/full/0/default.jpg
			geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0222/full/full/0/default.jpg
			cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0222/full/full/0/default.jpg
		marginal miniature	church	building	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0222/full/full/0/default.jpg
			cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0222/full/full/0/default.jpg
			pillars	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0222/full/full/0/default.jpg
	218r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0223/full/full/0/default.jpg
	219v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0225/full/full/0/default.jpg
	221r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0226/full/full/0/default.jpg
			cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0226/full/full/0/default.jpg
	222v	marginal miniature	church	building	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0228/full/full/0/default.jpg
			cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0228/full/full/0/default.jpg
			pillars	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0228/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0228/full/full/0/default.jpg
	224r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0229/full/full/0/default.jpg
	225r	marginal miniature	stylized cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0230/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0230/full/full/0/default.jpg
	226v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0232/full/full/0/default.jpg
			cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0232/full/full/0/default.jpg
	228v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0234/full/full/0/default.jpg
	230v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0236/full/full/0/default.jpg
	232r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0237/full/full/0/default.jpg
	234r	marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0239/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0239/full/full/0/default.jpg
	235v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0241/full/full/0/default.jpg
			geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0241/full/full/0/default.jpg
	237v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0243/full/full/0/default.jpg
	239v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0245/full/full/0/default.jpg
	240v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0246/full/full/0/default.jpg
	242v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0248/full/full/0/default.jpg
	250r	marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0255/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0255/full/full/0/default.jpg
	254r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0259/full/full/0/default.jpg
	257v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0263/full/full/0/default.jpg
	258r	marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0263/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0263/full/full/0/default.jpg
	263v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0269/full/full/0/default.jpg
	265r	marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0270/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0270/full/full/0/default.jpg
	266v	headpiece	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0272/full/full/0/default.jpg
			geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0272/full/full/0/default.jpg
	269r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0274/full/full/0/default.jpg
	271v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0277/full/full/0/default.jpg
	273v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0279/full/full/0/default.jpg
	276r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0281/full/full/0/default.jpg
	278v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0284/full/full/0/default.jpg
	280r	marginal ornament	floral motif	plant 	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0285/full/full/0/default.jpg
	283v	marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0289/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0289/full/full/0/default.jpg
	286v	headpiece	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0292/full/full/0/default.jpg
			geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0292/full/full/0/default.jpg
	288r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0293/full/full/0/default.jpg
	289r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0294/full/full/0/default.jpg
	290v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0296/full/full/0/default.jpg
	294r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0299/full/full/0/default.jpg
	296r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0301/full/full/0/default.jpg
	297v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0303/full/full/0/default.jpg
	300v	marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0306/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0306/full/full/0/default.jpg
	303r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0308/full/full/0/default.jpg
			geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0308/full/full/0/default.jpg
	305r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0310/full/full/0/default.jpg
	307v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0313/full/full/0/default.jpg
	310r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0315/full/full/0/default.jpg
			geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0315/full/full/0/default.jpg
	312v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0318/full/full/0/default.jpg
	315r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0320/full/full/0/default.jpg
	317r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0322/full/full/0/default.jpg
	320r	marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0325/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0325/full/full/0/default.jpg
	327r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0053/DEPOT/MAF_MS0053_0332/full/full/0/default.jpg
MAF Ms. 054	003r	headpiece	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0008/full/full/0/default.jpg
			geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0008/full/full/0/default.jpg
	031r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0037/full/full/0/default.jpg
	051r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0057/full/full/0/default.jpg
	059v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0066/full/full/0/default.jpg
	084r	marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0090/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0090/full/full/0/default.jpg
	101v	marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0108/full/full/0/default.jpg
			stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0108/full/full/0/default.jpg
	105v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0112/full/full/0/default.jpg
	114r	marginal miniature	siren	bird-woman	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0120/full/full/0/default.jpg
	125r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0131/full/full/0/default.jpg
	146r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0152/full/full/0/default.jpg
	154v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0161/full/full/0/default.jpg
	155r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0161/full/full/0/default.jpg
	157v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0164/full/full/0/default.jpg
	159r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0165/full/full/0/default.jpg
	162r	headpiece	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0168/full/full/0/default.jpg
			geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0168/full/full/0/default.jpg
	170v	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0177/full/full/0/default.jpg
	171r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0177/full/full/0/default.jpg
	186r	marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0054/DEPOT/MAF_MS0054_0192/full/full/0/default.jpg
